number,weather_main,weather_description,weather_id,weather_icon,position_lat,position_long,temperature,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,last_update,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod
1055,Clouds,"broken clouds",803,04n,53.344,-6.2672,280.22,277.24,279.44,281.07,975,90,10000,4.63,130,75,"2024-03-27 01:02:01",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1056,Clouds,"broken clouds",803,04n,53.344,-6.2672,279.98,276.3,279.24,280.51,974,89,4000,6.17,140,75,"2024-03-27 01:30:02",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1057,Clouds,"broken clouds",803,04n,53.344,-6.2672,279.29,275.63,278.33,280.51,974,89,10000,5.66,140,75,"2024-03-27 02:02:00",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1058,Clouds,"broken clouds",803,04n,53.344,-6.2672,278.88,276.14,277.77,280.86,973,89,10000,3.6,150,75,"2024-03-27 02:32:05",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1059,Clouds,"broken clouds",803,04n,53.344,-6.2672,278.4,276.29,277.77,279.51,973,90,10000,2.57,140,75,"2024-03-27 03:03:39",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1060,Clouds,"broken clouds",803,04n,53.344,-6.2672,278.43,275.59,277.22,280.86,972,90,10000,3.6,110,75,"2024-03-27 03:30:18",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1061,Clouds,"broken clouds",803,04n,53.344,-6.2672,278.98,276.26,277.77,280.86,971,91,10000,3.6,120,75,"2024-03-27 04:01:50",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1062,Clouds,"broken clouds",803,04n,53.344,-6.2672,279.59,276.23,278.33,280.86,971,91,10000,5.14,90,75,"2024-03-27 04:30:01",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1063,Clouds,"broken clouds",803,04n,53.344,-6.2672,280.6,277.49,280.14,281.07,970,93,10000,5.14,110,75,"2024-03-27 05:01:45",2,2091862,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1064,Clouds,"broken clouds",803,04n,53.344,-6.2672,280.46,276.92,280,281.07,970,91,10000,6.17,100,75,"2024-03-27 05:30:04",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1065,Rain,"light rain",500,10n,53.344,-6.2672,280.3,276.36,279.75,281.07,969,93,6000,7.2,110,75,"2024-03-27 06:01:09",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1066,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.42,276.86,279.75,281.07,969,92,7000,6.17,120,75,"2024-03-27 06:33:19",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1067,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.55,277.43,280,281.07,968,92,7000,5.14,120,75,"2024-03-27 07:03:06",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1068,Clouds,"scattered clouds",802,03d,53.344,-6.2672,280.7,277.22,279.24,281.62,968,91,10000,6.17,130,40,"2024-03-27 07:33:41",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1069,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.7,277.22,279.75,281.62,970,89,10000,6.17,130,75,"2024-03-27 08:03:21",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1070,Rain,"light rain",500,10d,53.344,-6.2672,280.01,276.48,278.68,281.25,970,88,10000,5.81,130,40,"2024-03-27 08:30:11",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1071,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,279.58,275.8,278.68,280.51,968,87,10000,6.17,190,75,"2024-03-27 08:58:43",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1072,Clouds,"broken clouds",803,04d,53.344,-6.2672,279.42,276.25,278.68,280.03,969,88,10000,4.63,190,75,"2024-03-27 09:30:42",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1073,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.02,276.36,279.51,280.58,969,86,10000,6.17,170,75,"2024-03-27 10:02:49",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1074,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.48,276.76,278.69,281.8,969,84,10000,6.69,180,75,"2024-03-27 10:29:36",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1075,Rain,"light rain",500,10d,53.344,-6.2672,281.42,277.65,280.36,281.68,970,74,10000,7.72,180,75,"2024-03-27 10:59:19",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1076,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.84,278.2,279.24,283.29,969,74,10000,7.72,170,75,"2024-03-27 11:32:18",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1077,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.29,278.51,279.2,284.4,970,69,10000,8.75,180,75,"2024-03-27 12:01:12",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1078,Rain,"light rain",500,10d,53.344,-6.2672,280.78,277.72,278.69,281.8,970,76,10000,5.14,190,75,"2024-03-27 12:31:14",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1079,Rain,"moderate rain",501,10d,53.344,-6.2672,280.32,276.39,279.47,280.69,970,74,10000,7.2,170,40,"2024-03-27 13:03:33",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1080,Rain,"light rain",500,10d,53.344,-6.2672,280.19,275.76,279.68,280.69,970,80,10000,8.75,160,40,"2024-03-27 13:31:00",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1081,Rain,"moderate rain",501,10d,53.344,-6.2672,280.69,276.71,279.51,281.8,970,80,10000,7.72,180,40,"2024-03-27 13:59:31",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1082,Clouds,"scattered clouds",802,03d,53.344,-6.2672,281.39,277.77,280.36,282.36,970,77,10000,7.2,180,40,"2024-03-27 14:29:00",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1083,Rain,"light rain",500,10d,53.344,-6.2672,280.92,277.5,278.68,281.8,970,80,10000,6.17,180,75,"2024-03-27 14:59:35",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1084,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.28,276.69,278.64,281.25,970,79,6000,6.17,180,75,"2024-03-27 15:29:01",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1085,Clouds,"scattered clouds",802,03d,53.344,-6.2672,281.51,278.08,279.51,283.29,971,75,10000,6.69,200,40,"2024-03-27 16:00:10",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1086,Clouds,"few clouds",801,02d,53.344,-6.2672,281.17,277.48,279.2,282.18,971,73,10000,7.2,180,20,"2024-03-27 16:28:56",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1087,Clouds,"scattered clouds",802,03d,53.344,-6.2672,280.73,277.08,279.8,281.25,970,77,10000,6.69,160,40,"2024-03-27 17:02:36",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1088,Clouds,"few clouds",801,02d,53.344,-6.2672,280.84,278.01,279.51,281.69,971,74,10000,4.63,140,20,"2024-03-27 17:30:00",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1089,Clouds,"scattered clouds",802,03d,53.344,-6.2672,280.29,276.35,279.2,281.07,971,75,10000,7.2,160,40,"2024-03-27 18:00:35",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1090,Clouds,"scattered clouds",802,03d,53.344,-6.2672,279.57,275.25,278.13,279.96,971,75,10000,7.72,150,40,"2024-03-27 18:30:09",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1091,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.32,274.4,276.97,278.85,973,80,10000,5.66,180,40,"2024-03-27 19:03:15",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1092,Clouds,"few clouds",801,02n,53.344,-6.2672,277.85,273.6,276.97,278.51,974,80,10000,6.17,150,20,"2024-03-27 19:31:01",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1093,Rain,"moderate rain",501,10n,53.344,-6.2672,277.65,274.64,276.97,278.64,972,84,10000,3.6,140,40,"2024-03-27 20:03:44",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1094,Clouds,"few clouds",801,02n,53.344,-6.2672,277.44,274.38,276.42,278.29,973,83,10000,3.6,180,20,"2024-03-27 20:28:57",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1095,Clouds,"few clouds",801,02n,53.344,-6.2672,276.88,272.58,276.42,277.52,972,85,10000,5.66,160,20,"2024-03-27 21:00:06",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1096,Clouds,"few clouds",801,02n,53.344,-6.2672,276.81,273.29,275.91,277.52,974,85,10000,4.12,150,20,"2024-03-27 21:31:19",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1097,Clouds,"few clouds",801,02n,53.344,-6.2672,276.85,273.34,275.36,278.08,973,85,10000,4.12,150,20,"2024-03-27 21:58:44",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1098,Clouds,"scattered clouds",802,03n,53.344,-6.2672,276.62,272.5,275.36,278.08,974,86,10000,5.14,140,40,"2024-03-27 22:29:01",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1099,Clouds,"few clouds",801,02n,53.344,-6.2672,275.99,272.99,275.36,276.51,972,87,10000,3.09,150,20,"2024-03-27 23:00:02",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1100,Clouds,"scattered clouds",802,03n,53.344,-6.2672,275.96,272.24,275.55,276.68,973,86,10000,4.12,120,40,"2024-03-27 23:31:00",2,2016139,IE,"2024-03-27 06:09:42","2024-03-27 18:50:44",0,2964574,Dublin,200
1101,Clouds,"broken clouds",803,04n,53.344,-6.2672,275.7,275.7,275,276.51,974,88,10000,1.03,150,75,"2024-03-28 00:01:53",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1102,Clouds,"broken clouds",803,04n,53.344,-6.2672,275.69,273.59,275,276.68,973,88,10000,2.06,120,75,"2024-03-28 00:32:20",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1103,Clouds,"broken clouds",803,04n,53.344,-6.2672,275.82,274.38,275,276.62,971,91,10000,1.54,0,75,"2024-03-28 01:02:01",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1104,Clouds,"broken clouds",803,04n,53.344,-6.2672,276.62,273.39,276.11,277.73,973,91,10000,3.6,100,75,"2024-03-28 01:31:52",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1105,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.11,273.12,275.86,278.29,971,90,10000,5.14,100,75,"2024-03-28 02:00:01",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1106,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.1,272.86,276.11,278.51,971,89,10000,5.66,110,75,"2024-03-28 02:32:01",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1107,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.19,274.43,276.11,278.64,971,90,10000,3.09,130,75,"2024-03-28 03:02:58",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1108,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.05,275.79,276.42,277.73,970,92,10000,1.54,0,75,"2024-03-28 03:31:42",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1109,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.12,275.87,275.91,278.64,970,91,10000,1.54,0,75,"2024-03-28 04:03:37",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1110,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.21,274.46,276.47,277.73,970,90,10000,3.09,160,75,"2024-03-28 04:32:06",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1111,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.15,275.9,276.47,278.08,970,91,10000,1.54,0,75,"2024-03-28 05:01:00",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1112,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.04,275.78,276.42,278.08,970,92,10000,1.54,90,75,"2024-03-28 05:33:47",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1113,Clouds,"broken clouds",803,04n,53.344,-6.2672,277.08,275.82,276.42,277.73,970,92,10000,1.54,90,75,"2024-03-28 05:59:53",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1114,Clouds,"broken clouds",803,04d,53.344,-6.2672,277.11,277.11,276.42,277.73,970,92,10000,1.03,0,75,"2024-03-28 06:32:08",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1115,Clouds,"broken clouds",803,04d,53.344,-6.2672,276.84,276.84,276.25,277.52,969,95,10000,1.03,0,75,"2024-03-28 07:03:31",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1116,Clouds,"broken clouds",803,04d,53.344,-6.2672,276.89,275.61,276.25,277.52,969,96,10000,1.54,0,75,"2024-03-28 07:31:05",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1117,Clouds,"broken clouds",803,04d,53.344,-6.2672,277.81,277.81,276.51,279.4,969,93,10000,1.03,0,75,"2024-03-28 08:03:24",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1118,Clouds,"broken clouds",803,04d,53.344,-6.2672,277.84,276.69,277.51,278.36,969,94,10000,1.54,60,75,"2024-03-28 08:31:00",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1119,Clouds,"broken clouds",803,04d,53.344,-6.2672,278.2,277.1,277.36,278.92,971,93,10000,1.54,0,75,"2024-03-28 09:01:13",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1120,Clouds,"broken clouds",803,04d,53.344,-6.2672,278.55,277.5,277.36,279.58,971,93,10000,1.54,0,75,"2024-03-28 09:28:52",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1121,Clouds,"broken clouds",803,04d,53.344,-6.2672,279.78,279.78,278.51,280.58,969,90,10000,1.03,0,75,"2024-03-28 10:00:57",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1122,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.4,279.62,279.03,281.14,969,86,10000,1.54,0,75,"2024-03-28 10:32:08",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1123,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.06,279.45,280.3,281.8,969,82,10000,2.57,90,75,"2024-03-28 11:02:57",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1124,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.37,279.47,280.51,281.8,969,81,10000,3.09,110,75,"2024-03-28 11:30:02",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1125,Clouds,"scattered clouds",802,03d,53.344,-6.2672,281.98,279.66,280.51,282.91,969,80,10000,4.12,140,40,"2024-03-28 12:03:02",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1126,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.68,278.47,280.51,282.8,970,77,10000,6.17,150,75,"2024-03-28 12:29:47",2,2046043,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1127,Clouds,"scattered clouds",802,03d,53.344,-6.2672,282.43,279.59,281.51,283.36,970,74,10000,5.66,150,40,"2024-03-28 13:00:36",2,2046043,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1128,Clouds,"few clouds",801,02d,53.344,-6.2672,282.07,279.54,281.68,282.51,969,75,10000,4.63,130,20,"2024-03-28 13:31:00",2,2031847,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1129,Clouds,"scattered clouds",802,03d,53.344,-6.2672,283.22,282.16,281.42,284.58,969,72,10000,4.63,130,40,"2024-03-28 14:00:29",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1130,Clouds,"scattered clouds",802,03d,53.344,-6.2672,282.79,280.44,281.42,283.68,969,74,10000,4.63,130,40,"2024-03-28 14:30:01",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1131,Clouds,"scattered clouds",802,03d,53.344,-6.2672,282.55,279.94,281.42,283.51,969,74,10000,5.14,110,40,"2024-03-28 15:03:44",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1132,Clouds,"scattered clouds",802,03d,53.344,-6.2672,282.89,280.78,282.51,283.47,969,74,10000,4.12,80,40,"2024-03-28 15:32:18",2,2046043,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1133,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.01,280.51,281.97,283.68,970,72,10000,5.14,80,75,"2024-03-28 16:03:38",2,2046043,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1134,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.47,280.04,281.51,283.47,970,73,10000,4.63,90,75,"2024-03-28 16:29:26",2,2046043,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1135,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.17,279.67,281.42,282.91,970,73,10000,4.63,70,75,"2024-03-28 17:03:50",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1136,Clouds,"scattered clouds",802,03d,53.344,-6.2672,282.26,280.26,281.42,282.91,971,71,10000,3.6,70,40,"2024-03-28 17:30:00",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1137,Clouds,"scattered clouds",802,03d,53.344,-6.2672,281.88,279.53,280.36,282.25,972,73,10000,4.12,60,40,"2024-03-28 18:02:05",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1138,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.92,278.93,279.8,281.68,971,78,10000,3.09,50,75,"2024-03-28 18:33:50",2,2031847,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1139,Clouds,"broken clouds",803,04n,53.344,-6.2672,280.47,278.75,279.24,281.14,972,77,10000,2.57,30,75,"2024-03-28 19:02:45",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1140,Clouds,"broken clouds",803,04n,53.344,-6.2672,279.64,278.75,278.47,280.68,974,78,10000,1.54,0,75,"2024-03-28 19:31:01",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1141,Clouds,"broken clouds",803,04n,53.344,-6.2672,278.99,278,277.36,280.03,975,82,10000,1.54,0,75,"2024-03-28 20:02:29",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1142,Clouds,"broken clouds",803,04n,53.344,-6.2672,278.54,277.49,276.25,279.96,975,84,10000,1.54,270,75,"2024-03-28 20:32:42",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1143,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.18,277.08,276.25,279.68,975,86,10000,1.54,0,40,"2024-03-28 20:59:05",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1144,Clouds,"few clouds",801,02n,53.344,-6.2672,277.85,276.11,276.25,278.85,974,85,10000,2.06,180,20,"2024-03-28 21:30:19",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1145,Clouds,"few clouds",801,02n,53.344,-6.2672,277.42,275.6,275.91,278.85,975,86,10000,2.06,200,20,"2024-03-28 22:01:01",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1146,Clouds,"few clouds",801,02n,53.344,-6.2672,276.85,274.03,275.14,278.08,975,87,10000,3.09,180,20,"2024-03-28 22:32:58",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1147,Clouds,"few clouds",801,02n,53.344,-6.2672,276.49,274.52,274.03,278.08,975,86,10000,2.06,210,20,"2024-03-28 23:00:33",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1148,Clouds,"few clouds",801,02n,53.344,-6.2672,276.6,273.36,274.03,278.29,976,84,10000,3.6,170,20,"2024-03-28 23:31:22",2,2016139,IE,"2024-03-28 06:07:16","2024-03-28 18:52:33",0,2964574,Dublin,200
1149,Clouds,"few clouds",801,02n,53.344,-6.2672,276.36,273.07,273.47,278.29,976,85,10000,3.6,170,20,"2024-03-28 23:59:55",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1150,Clouds,"few clouds",801,02n,53.344,-6.2672,276.2,273.24,274.03,278.36,976,86,10000,3.09,170,20,"2024-03-29 00:32:00",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1151,Clouds,"few clouds",801,02n,53.344,-6.2672,276.81,274.89,274.8,278.92,976,86,10000,2.06,200,20,"2024-03-29 01:02:51",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1152,Clouds,"few clouds",801,02n,53.344,-6.2672,276.91,273.41,274.03,279.19,976,85,10000,4.12,170,20,"2024-03-29 01:31:33",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1153,Clouds,"few clouds",801,02n,53.344,-6.2672,277.13,275.27,275,279.75,976,82,10000,2.06,180,20,"2024-03-29 02:03:02",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1154,Clouds,"scattered clouds",802,03n,53.344,-6.2672,277.43,275.14,275.14,279.96,976,82,10000,2.57,170,40,"2024-03-29 02:32:16",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1155,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.24,276.1,275.36,280.3,976,81,10000,2.57,160,40,"2024-03-29 03:03:52",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1156,Clouds,"broken clouds",803,04n,53.344,-6.2672,278.45,276.81,275.91,280.51,976,83,10000,2.06,190,75,"2024-03-29 03:31:23",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1157,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.66,277.05,275.91,280.51,976,85,10000,2.06,140,40,"2024-03-29 04:03:53",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1158,Clouds,"broken clouds",803,04n,53.344,-6.2672,278.61,276.54,277.51,279.75,976,84,10000,2.57,130,75,"2024-03-29 04:29:58",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1159,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.06,276.35,276.51,279.75,976,86,10000,2.06,90,40,"2024-03-29 05:00:02",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1160,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.76,275.99,277.77,280.51,977,85,10000,3.6,180,40,"2024-03-29 05:32:01",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1161,Clouds,"broken clouds",803,04n,53.344,-6.2672,278.74,276.3,277.77,279.96,978,84,10000,3.09,130,75,"2024-03-29 06:02:00",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1162,Clouds,"scattered clouds",802,03d,53.344,-6.2672,278.77,276.73,277.77,279.96,978,85,10000,2.57,140,40,"2024-03-29 06:29:01",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1163,Clouds,"scattered clouds",802,03d,53.344,-6.2672,279.23,276.57,277.77,280.51,978,83,10000,3.6,160,40,"2024-03-29 07:03:01",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1164,Clouds,"scattered clouds",802,03d,53.344,-6.2672,279.72,277.48,277.02,281.62,979,83,10000,3.09,150,40,"2024-03-29 07:30:36",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1165,Clouds,"broken clouds",803,04d,53.344,-6.2672,279.91,278,278.13,281.07,979,85,10000,2.68,150,75,"2024-03-29 08:01:01",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
1166,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.95,278.96,279.24,282.18,977,84,10000,3.09,140,75,"2024-03-29 08:33:54",2,2016139,IE,"2024-03-29 06:04:50","2024-03-29 18:54:21",0,2964574,Dublin,200
